sentence,decade
"All gather and all harvest, Yet but for thee O Powerful, not a scythe might swing as now in security, Not a maize-stalk dangle as now its silken tassels in peace.",1860s
"I took no steps to answer these complaints, but continued to do my duty, as I understood it, to the best of my ability.",1860s
They do not change the nature of truth and her capability and destiny to benefit mankind.,1860s
Now that all our gunboats were below Grand Gulf it was possible that the enemy might fit out boats in the Big Black with improvised armament and attempt to destroy these supplies.,1860s
"Sherman, who was always prompt, was up by the 29th to Cottage Hill, ten miles north of Oxford.",1860s
"Shortly after this debate, and before the close of the session, Mr. Gladstone addressed a large meeting at Birmingham on the Eastern question and the present condition of the Liberal party.",1860s
"The chaparral before us was impenetrable except where there were roads or trails, with occasionally clear or bare spots of small dimensions.",1860s
"From Far Dakota’s Canyons [June 25, 1876] From far Dakota’s canyons, Lands of the wild ravine, the dusky Sioux, the lonesome stretch, the silence, Haply to-day a mournful wall, haply a trumpet-note for heroes.",1860s
"“It’s real mysterious, and troublesome, and good,” he says; “but I bet we can find a way that’s twice as long.",1860s
"We Two Boys Together Clinging We two boys together clinging, One the other never leaving, Up and down the roads going, North and South excursions making, Power enjoying, elbows stretching, fingers clutching, Arm’d and fearless, eating, drinking, sleeping, loving.",1860s
"5 But on these days of brightness, On the far-stretching beauteous landscape, the roads and lanes the high-piled farm-wagons, and the fruits and barns, Should the dead intrude?",1860s
"Every effort to remedy the financial difficulties offered by the ministry to the House was rejected, Hence it was felt on all sides that the government of the country must be committed to stronger hands.",1860s
"General Johnston, as has been stated before, was in North Carolina confronting General Sherman.",1860s
PROMOTION TO FIRST LIEUTENANT--CAPTURE OF THE CITY OF MEXICO--THE ARMY--MEXICAN SOLDIERS--PEACE NEGOTIATIONS.,1860s
"I trust you will continue to speak with freedom, which is the best compliment as well as the best service you can render me.",1860s
MOVEMENT BY THE LEFT FLANK--BATTLE OF NORTH ANNA--AN INCIDENT OF THE MARCH--MOVING ON RICHMOND--SOUTH OF THE PAMUNKEY--POSITION OF THE NATIONAL ARMY.,1860s
"On the 15th Pemberton had actually marched south from Edward's station, but the rains had swollen Baker's Creek, which he had to cross so much that he could not ford it, and the bridges were washed away.",1860s
"It is probable that all the most important people of the territory occupied by our army left their homes before we got there, but with those remaining the best of relations apparently existed.",1860s
"Down from the gardens of Asia descending radiating, Adam and Eve appear, then their myriad progeny after them, Wandering, yearning, curious, with restless explorations, With questionings, baffled, formless, feverish, with never-happy hearts, With that sad incessant refrain, Wherefore unsatisfied soul?",1860s
"About the 25th it became evident that the enemy was again advancing upon Maryland and Pennsylvania, and the 6th corps, then at Washington, was ordered back to the vicinity of Harper's Ferry.",1860s
The news of the fall of Khartoum and the untimely death of General Gordon sent a thrill of horror and indignation throughout England.,1860s
No terms except an unconditional and immediate surrender can be accepted.,1860s
"Hobson and Dr. Robinson was down to the end of the town a-hunting together—that is, I mean the doctor was shipping a sick man to t’other world, and the preacher was pinting him right.",1860s
"One of these is Russia, who in 1878, earned lasting honors by liberating Bulgaria and, helping onward the freedom and security of other Balkan States.",1860s
"So I went to talking about other kings, and let Solomon slide.",1860s
"But when I announced that we had cut our way in and could cut our way out just as well, it seemed a new revelation to officers and soldiers.",1860s
Soon it was discovered in Washington that Rosecrans was in trouble and required assistance.,1860s
"We kept our position until it became evident that the enemy were not firing at us, and then withdrew to find better ground to advance upon.",1860s
"I was letting _on_ to give up sin, but away inside of me I was holding on to the biggest one of all.",1860s
Mr. Gladstone denied that his strictures upon the Government in a speech made out of Parliament could be construed as Lord Beaconsfield had taken them as a personal attack and provocation.,1860s
"The time of starting was not definitely arranged, but it was thought all would be ready by the 6th of December, if not before.",1860s
"I knew there was a small camp of Confederates at Belmont, immediately opposite Columbus, and I speedily resolved to push down the river, land on the Missouri side, capture Belmont, break up the camp and return.",1860s
"But few thought that the veteran that had so successfully gone through one electoral campaign was destined in a few months to pass through another, still more remarkable, and yet be fresh for new triumphs.",1860s
It was hardly possible that any one else than those on the spot could have devised a new plan of campaign to supersede one that did not promise success.,1860s
"Sherman moved promptly, crossing the Big Black at three different points with as many columns, all concentrating at Bolton, twenty miles west of Jackson.",1860s
"I look where the ship helplessly heads end on, I hear the burst as she strikes, I hear the howls of dismay, they grow fainter and fainter.",1860s
"They gained their position in line, however, without any fighting, except a little in Wright's front.",1860s
"And when I am abused, as I know I shall be, for printing such a sketch, I shall reply that there is at least one thing to be said in its favor.",1860s
"As we lay in our tents upon the sea-shore, the artillery at the fort on the Rio Grande could be distinctly heard.",1860s
BATTLE OF BLACK RIVER BRIDGE--CROSSING THE BIG BLACK --INVESTMENT OF VICKSBURG--ASSAULTING THE WORKS.,1860s
"During the night, General Banks fell back to Pleasant Hill, where another battle was fought on the 9th, and the enemy repulsed with great loss.",1860s
